"name","count","topcode","tricky","url","notes"
"Alkylphenols & Ethoxylates Research Council",2,"Manufacturing",,,
"International Institute of Ammonia Refrigeration",2,"Manufacturing",,,
"International Institute of Ammonia Refrigeration",2,"Misc Services",,,
"Styrene Information and Research Center",2,"Manufacturing",,,
"Amodex ",2,"Manufacturing",,,
"LCR Hallcrest",2,"Manufacturing",,,
"Materion",2,"Manufacturing",,,
"Preferred Foam Products",2,"Manufacturing",,,
"American Pyrotechnics Association",2,"Manufacturing",,,
"Action Manufacturing Company",2,"Manufacturing",,,
"Seventh Generation",2,"Manufacturing",,,
"Guttenberg Industries",2,"Manufacturing",,,
"International Institute of Synthetic Rubber Producers",2,"Manufacturing",,,
"International Association of Plastics Distribution",2,"Manufacturing",,,
"Dow Corning",2,"Manufacturing",,,
"Carolina Casting",2,"Manufacturing",,,
"Carolina Color Corporation",2,"Manufacturing",,,
"Haley's Corker",2,"Manufacturing",,,
"K&E Plastics",2,"Manufacturing",,,
"Halogenated Solvents Industry Alliance",2,"Manufacturing",,,
"National Park Service",2,"Civil Servants/Public Officials",,,
"Federal Communications Commission",2,"Civil Servants/Public Officials",,,
"Governors Highway Safety Association",2,"Civil Servants/Public Officials",,,
"Alaska Department Of Natural Resources",2,"Civil Servants/Public Officials",,,
"Federation of Tax Administrators",2,"Civil Servants/Public Officials",,,
"U.S. Department of Veterans Affairs",2,"Civil Servants/Public Officials",,,
"U.S. Fish & Wildlife Service",2,"Civil Servants/Public Officials",,,
"Railroad Commission Of Texas",2,"Civil Servants/Public Officials",,,
"Nebraska Department of Banking & Finance",2,"Civil Servants/Public Officials",,,
"Alabama Department of Environmental Management",2,"Civil Servants/Public Officials",,,
"Colorado River Water Conservation District",2,"Civil Servants/Public Officials",,,
"Colorado River Water Conservation District",2,"Energy",,,
"National Association of State Retirement Administrators",2,"Civil Servants/Public Officials",,,
"National Association of State Retirement Administrators",2,"Education",,,
"National Council of Legislators from Gaming States",2,"Civil Servants/Public Officials",,,
"National Association of Federal Defenders",2,"Civil Servants/Public Officials",,,
"National Association of Federal Defenders",2,"Legal",,,
"National American Indian Court Judges Association",2,"Civil Servants/Public Officials",,,
"New Jersey State League Of Municipalities",2,"Civil Servants/Public Officials",,,
"Los Angeles City Council",2,"Civil Servants/Public Officials",,,
"Coconino County Board Of Supervisors",2,"Civil Servants/Public Officials",,,
"Arlington County Board",2,"Civil Servants/Public Officials",,,
"South Florida Water Management District",2,"Civil Servants/Public Officials",,,
"National Association of Towns and Townships",2,"Civil Servants/Public Officials",,,
"National Association of Local Boards of Health",2,"Civil Servants/Public Officials",,,
"Los Angeles County Board of Supervisors",2,"Civil Servants/Public Officials",,,
"Boston City Council",2,"Civil Servants/Public Officials",,,
"National Association of State Directors of Developmental Disabilities Services ",2,"Civil Servants/Public Officials",,,
"National Association of State Directors of Developmental Disabilities Services ",2,"Other",,,
"Town of Superior, Arizona",2,"Civil Servants/Public Officials",,,
"National Association of Health and Educational Facilities Finance Authorities",2,"Civil Servants/Public Officials",,,
"National Association of Health and Educational Facilities Finance Authorities",2,"Financial",,,
"U.S. Postal Service",2,"Civil Servants/Public Officials",,,
"United Synagogue of Conservative Judaism",2,"Religious",,,
"Christian Church (Disciples of Christ) in the US and Canada",2,"Religious",,,
"Seventh-day Adventist Church",2,"Religious",,,
"Catholic Scholars for Worker Justice",2,"Religious",,,
"Lutheran Advocacy Ministry of Arizona",2,"Religious",,,
"Central Conference of American Rabbis",2,"Religious",,,
"St. Luke Catholic Church",2,"Religious",,,
"Pennsylvania Catholic Conference",2,"Religious",,,
"Providence College",2,"Religious",,,
"Saint Joseph Health Services",2,"Religious",,,
"University of Saint Thomas",2,"Religious",,,
"Evangelical Council For Financial Accountability",2,"Religious",,,
"Indiana Conference of the United Methodist Church",2,"Religious",,,
"Environmental Ministry Committee, First Presbyterian Church",2,"Religious",,,
"Baptist Joint Committee for Religious Liberty",2,"Religious",,,
"Collaborative Center for Justice",2,"Religious",,,
"Carolina Interfaith Task Force On Central America",2,"Religious",,,
"Central Ny Presbyterian Partnership Group",2,"Religious",,,
"Interfaith Peace Ministry Of Orange County",2,"Religious",,,
"Justice & Peace Network Of The Sisters Of St. Francis, Rochester, Minnesota",2,"Religious",,,
"Jpic Ministry - Missionary Oblates",2,"Religious",,,
"Presbyterian Peace Fellowship",2,"Religious",,,
"Provincial Council of the Clerics of St. Viator",2,"Religious",,,
"Integrity USA",2,"Religious",,,
"Methodist Federation for Social Action",2,"Religious",,,
"St. Vincent de Paul Society",2,"Religious",,,
"Reconstructionist Rabbinical Association",2,"Religious",,,
"Family and Children's Ministries, Disciples Home Missions, Christian Church",2,"Religious",,,
"Faith Trust Institute",2,"Religious",,,
"Faith Trust Institute",2,"Women's Issues",,,
"Maryknoll Sisters",2,"Religious",,,
"Mosque Foundation",2,"Religious",,,
"National Primitive Baptist Convention, USA, Inc.",2,"Religious",,,
"National Latino Evangelical Coalition",2,"Religious",,,
"Union of Black Episcopalians",2,"Religious",,,
"Network of Spiritual Progressives",2,"Religious",,,
"Network of Spiritual Progressives",2,"Human Rights",,,
"Shomer Shalom",2,"Religious",,,
"National Baptist Convention",2,"Religious",,,
"National Council of Churches",2,"Religious",,,
"The First Church of Christ, Scientist",2,"Religious",,,
"Islamic Information Center",2,"Religious",,,
"Muslim Advocates",2,"Religious",,,
"Muslim Advocates",2,"Human Rights",,,
"Aleph Institute",2,"Religious",,,
"Christian Reformed Church in North America",2,"Religious",,,
"Evangelical Covenant Church",2,"Religious",,,
"Justice Fellowship",2,"Religious",,,
"Healing Communities USA",2,"Religious",,,
"Community of Christ",2,"Religious",,,
"Conference of National Black Churches",2,"Religious",,,
"Franciscans for Justice",2,"Religious",,,
"International Council of Community Churches",2,"Religious",,,
"Jewish Reconstructionist Community",2,"Religious",,,
"Jews for Racial & Economic Justice",2,"Religious",,,
"Jews United for Justice",2,"Religious",,,
"Reconciling Ministries Network",2,"Religious",,,
"ReconcilingWorks",2,"Religious",,,
"Sikh Council on Religion and Education",2,"Religious",,,
"Surat Initiative",2,"Religious",,,
"St. Francis Community Services",2,"Religious",,,
"United Methodist Family Services",2,"Religious",,,
"Christian Family Coalition",2,"Religious",,,
"Christian Family Coalition",2,"Political",,,
"Coalition of African American Pastors",2,"Religious",,,
"Commission on Social Action of Reform Judaism",2,"Religious",,,
"Swiss Bankers Association",2,"Financial",,,
"European Banking Federation",2,"Financial",,,
"Australian Bankers Association",2,"Financial",,,
"Council of Federal Home Loan Banks",2,"Financial",,,
"Monticello Capital",2,"Financial",,,
"National Cooperative Bank",2,"Financial",,,
"International Bancshares Corporation",2,"Financial",,,
"Deutsche Bank",2,"Financial",,,
"Independent Bankers Association of Texas",2,"Financial",,,
"Baird",2,"Construction",,,
"MasTec Incorporated",2,"Construction",,,
"Clc Associates",2,"Construction",,,
"Council on Federal Procurement of Architectural and Engineering Services",2,"Construction",,,
"Design Professionals Coalition",2,"Construction",,,
"CH2M HILL",2,"Construction",,,
"Passive House Institute US",2,"Construction",,,
"Stantec",2,"Construction",,,
"SvR Design Company",2,"Construction",,,
"Ecobuild America",2,"Construction",,,
"Ecobuild America",2,"Environmental",,,
"Eda Architecture",2,"Construction",,,
"American Society of Interior Designers",2,"Construction",,,
"Terrebonne Economic Development Authority",2,"Construction",,,
"Geospatial Information and Technology Association",2,"Construction",,,
"International Association of Assessing Officers",2,"Construction",,,
"Urban and Regional Information Systems Association",2,"Construction",,,
"Luedtke Engineering Company",2,"Construction",,,
"Luedtke Engineering Company",2,"Transportation",,,
"Kansas Credit Union Association",2,"Unions",,,
"Northwest Food Processors Association",2,"Farming",,,
"Northwest Food Processors Association",2,"Food & Beverage",,,
"North Central Weed Science Society",2,"Farming",,,
"American Cotton Exporters Association",2,"Farming",,,
"American Cotton Growers",2,"Farming",,,
"California Cotton Ginners Association",2,"Farming",,,
"Cotton Growers Warehouse Association",2,"Farming",,,
"National Cottonseed Products Association",2,"Farming",,,
"National Cotton Ginners Association",2,"Farming",,,
"Plains Cotton Cooperative Association",2,"Farming",,,
"Plains Cotton Growers",2,"Farming",,,
"Amalgamated Sugar",2,"Farming",,,
"American Cane Sugar Refiners' Association",2,"Farming",,,
"Florida Sugar Cane League",2,"Farming",,,
"North American Blueberry Council",2,"Farming",,,
"North American Raspberry & Blackberry Association",2,"Farming",,,
"National Association of Produce Market Managers",2,"Farming",,,
"National Association of Produce Market Managers",2,"Food & Beverage",,,
"National Alfalfa & Forage Alliance",2,"Farming",,,
"Agua Linda Farm",2,"Farming",,,
"Farmers Investment Company",2,"Farming",,,
"Cranberry Institute",2,"Farming",,,
"Apricot Producers of California",2,"Farming",,,
"Almond Hullers and Processors Association",2,"Farming",,,
"Titan Farms",2,"Farming",,,
"California Canning Peach Association",2,"Farming",,,
"California Date Commission",2,"Farming",,,
"California Fig Advisory Board",2,"Farming",,,
"California Strawberry Commission",2,"Farming",,,
"California Walnut Commission",2,"Farming",,,
"Ball Brothers Produce",2,"Farming",,,
"Florida Fruit & Vegetable Association",2,"Farming",,,
"Western Agricultural Processors Association",2,"Farming",,,
"U.S. Grains Council",2,"Farming",,,
"Soybean Producers of America",2,"Farming",,,
"Corn Producers Association Of Texas",2,"Farming",,,
"U.S. Pea and Lentil Trade Association",2,"Farming",,,
"AACC International",2,"Farming",,,
"Peanut Growers Association",2,"Farming",,,
"Great Sunflower Project",2,"Farming",,,
"Great Sunflower Project",2,"Environmental",,,
"Partners for Sustainable Pollination",2,"Farming",,,
"Northeast Dairy Farmers Cooperative",2,"Farming",,,
"Iowa State Dairy Association",2,"Farming",,,
"Nevada Dairy Commission",2,"Farming",,,
"Hilmar Cheese Company",2,"Farming",,,
"Dannon",2,"Farming",,,
"Dannon",2,"Food & Beverage",,,
"Saputo Cheese USA, Inc.",2,"Farming",,,
"Alouette Cheese LLC",2,"Farming",,,
"United Launch Alliance",2,"Defense",,,
"Embedded Systems LLC",2,"Defense",,,
"Viasystems",2,"Defense",,,
"NDN",2,"Political",,,
"21st Century Democrats",2,"Political",,,
"National Coalition of Organized Women",2,"Political",,,
"Cochise County Chapter Progressive Democrats of America",2,"Political",,,
"Smirking Chimp",2,"Political",,,
"Iiron",2,"Political",,,
"Progressive Policy Institute",2,"Political",,,
"Progressive Policy Institute",2,"Human Rights",,,
"Occupy the SEC",2,"Political",,,
"Occupy the SEC",2,"Misc Issues",,,
"Roosevelt Institute",2,"Political",,,
"Young Democrats of America",2,"Political",,,
"Smart Capitalists for American Prosperity",2,"Political",,,
"Smart Capitalists for American Prosperity",2,"Misc Issues",,,
"J Street",2,"Political",,,
"J Street",2,"Misc Issues",,,
"Popular Resistance",2,"Political",,,
"Popular Resistance",2,"Misc Issues",,,
"United Front Against Austerity",2,"Political",,,
"United Front Against Austerity",2,"Misc Issues",,,
"Friends of Democracy",2,"Political",,,
"Coalition for Social Justice",2,"Political",,,
"Scholarly Publishing And Academic Resources Coalition",2,"Education",,,
"Space Frontier Foundation",2,"Education",,,
"Space Access Society",2,"Education",,,
"National School Climate Center",2,"Education",,,
"Project GRAD",2,"Education",,,
"Academy for Educational Development",2,"Education",,,
"Academy for Educational Development",2,"Non-Profit Institutions",,,
"50can",2,"Education",,,
"Advance Illinois",2,"Education",,,
"Connecticut Coalition For Achievement Now",2,"Education",,,
"League of Education Voters",2,"Education",,,
"American Board for Certification of Teacher Excellence",2,"Education",,,
"National Direct Student Loan Coalition",2,"Education",,,
"National Direct Student Loan Coalition",2,"Financial",,,
"Association of Education Service Agencies",2,"Education",,,
"State Educational Technology Directors Association",2,"Education",,,
"National Association of Charter School Authorizers",2,"Education",,,
"Association of Educational Service Agencies",2,"Education",,,
"Magnet Schools of America",2,"Education",,,
"Globalscholar",2,"Education",,,
"Globalscholar",2,"Manufacturing",,,
"National Association of Graduate-Professional Students",2,"Education",,,
"National Association of Graduate-Professional Students",2,"Other",,,
"Right to Research Coalition",2,"Education",,,
"Right to Research Coalition",2,"Misc Issues",,,
"Community Associations Institute",2,"Education",,,
"Community Associations Institute",2,"Real Estate",,,
"American Society of Human Genetics",2,"Education",,,
"American Society of Human Genetics",2,"Health",,,
"International Society For Computational Biology",2,"Education",,,
"International Society For Computational Biology",2,"Non-Profit Institutions",,,
"New Teacher Project",2,"Education",,,
"Computing in the Core",2,"Education",,,
"Excelencia in Education",2,"Education",,,
"Consortium for School Networking",2,"Education",,,
"American Mathematical Society",2,"Education",,,
"American Political Science Association",2,"Education",,,
"Alliance for Multilingual Multicultural Education",2,"Education",,,
"Association for Middle Level Education",2,"Education",,,
"Center for Teaching Quality",2,"Education",,,
"Education Law Center",2,"Education",,,
"HighScope Educational Research Foundation",2,"Education",,,
"National Forum to Accelerate Middle-Grades Reform",2,"Education",,,
"National Opportunity to Learn Campaign",2,"Education",,,
"New Leaders",2,"Education",,,
"Opportunity Action",2,"Education",,,
"SEDL",2,"Education",,,
"Teacher Education Division of the Council for Exceptional Children",2,"Education",,,
"Hispanic Council for Reform and Educational Options",2,"Education",,,
"Hispanic Council for Reform and Educational Options",2,"Human Rights",,,
"Early Care and Education Consortium",2,"Education",,,
"Early Care and Education Consortium",2,"Human Rights",,,
"Teaching Strategies",2,"Education",,,
"Yale University, Mutt-i-grees Curriculum Initiative",2,"Education",,,
"Yale School of the 21st Century",2,"Education",,,
"Alliance for Science & Technology Research in America",2,"Education",,,
"American String Teachers Association",2,"Education",,,
"National Association of State Student Grant and Aid Programs",2,"Education",,,
"National Family, School, and Community Engagement Working Group",2,"Education",,,
"Freedom to Read Foundation",2,"Education",,,
"Freedom to Read Foundation",2,"Misc Trade",,,
"Population Association of America",2,"Education",,,
"Population Association of America",2,"Health",,,
"Society for Industrial and Applied Mathematics ",2,"Education",,,
"Society for Industrial and Applied Mathematics ",2,"Construction",,,
"Education Testing Service",2,"Education",,,
"Massachusetts Institute of Technology",2,"Education",,,
"Texas A&M University",2,"Education",,,
"University of Michigan",2,"Education",,,
"Brown University",2,"Education",,,
"Arizona State University",2,"Education",,,
"Oregon Health & Science University",2,"Education",,,
"Black College Communication Association",2,"Education",,,
"Ischool At Syracuse University",2,"Education",,,
"NASPA - Student Affairs Administrators in Higher Education",2,"Education",,,
"Clark Atlanta University",2,"Education",,,
"University of Washington",2,"Education",,,
"Ohio State University",2,"Education",,,
"University Consortium for Geographic Information Science",2,"Education",,,
"Illinois Math and Science Academy",2,"Education",,,
"American Institutes for Learning",2,"Education",,,
"Independent Colleges and Universities of Texas",2,"Education",,,
"APPA",2,"Education",,,
"APPA",2,"Real Estate",,,
"Association of Chiropractic Colleges",2,"Education",,,
"Association of Chiropractic Colleges",2,"Health",,,
"American College of Medical Genetics",2,"Education",,,
"American College of Medical Genetics",2,"Health",,,
"Career College Association",2,"Education",,,
"DeVry",2,"Education",,,
"Association of California School Administrators",2,"Education",,,
"San Diego Unified School District",2,"Education",,,
"American Nuclear Society",2,"Energy",,,
"Energysolutions",2,"Energy",,,
"Energysolutions",2,"Misc Trade",,,
"Entergy Arkansas",2,"Energy",,,
"MGE Energy",2,"Energy",,,
"Basin Electric Power Cooperative",2,"Energy",,,
"FirstEnergy Corporation",2,"Energy",,,
"A123 Systems, Inc.",2,"Energy",,,
"A123 Systems, Inc.",2,"Manufacturing",,,
"Luminant",2,"Energy",,,
"Utilities Telecom Council",2,"Energy",,,
"Utilities Telecom Council",2,"Telecom",,,
"EV Energy Partners",2,"Energy",,,
"Colorado River Energy Distributors Association",2,"Energy",,,
"Dynegy Incorporated",2,"Energy",,,
"ConEdison Solutions",2,"Energy",,,
"Seattle City Light",2,"Energy",,,
"Canadian Electricity Association",2,"Energy",,,
"GridWise Alliance",2,"Energy",,,
"Dairyland Power Cooperative",2,"Energy",,,
"Integrys Energy Group",2,"Energy",,,
"Consolidated Edison, Inc.",2,"Energy",,,
"Pnm Resources",2,"Energy",,,
"NRG Energy",2,"Energy",,,
"BTECH Inc.",2,"Manufacturing",,,
"Egret Technologies",2,"Manufacturing",,,
"Invisible Service Technicians, LLC",2,"Manufacturing",,,
"TE Connectivity",2,"Manufacturing",,,
"International Electrotechnical Commission",2,"Manufacturing",,,
"Bose Corporation",2,"Manufacturing",,,
"Erai, Inc.",2,"Manufacturing",,,
"Electronic Components Industry Association",2,"Manufacturing",,,
"Iec Electronics Corp.",2,"Manufacturing",,,
"Independent Distributors of Electronics Association",2,"Manufacturing",,,
"Microram Electronics, Inc.",2,"Manufacturing",,,
"Monster Cable Products",2,"Manufacturing",,,
"Pacific Component Xchange, Inc.",2,"Manufacturing",,,
"Sg Industries, Inc.",2,"Manufacturing",,,
"Smt Corp.",2,"Manufacturing",,,
"Electronics Representatives Association",2,"Manufacturing",,,
"Infinera Corporation",2,"Manufacturing",,,
"Robert Bosch",2,"Manufacturing",,,
"Marvell Technology Group",2,"Manufacturing",,,
"Hammond Power Solutions",2,"Manufacturing",,,
"Hammond Power Solutions",2,"Energy",,,
"Mirus International",2,"Manufacturing",,,
"Nidec",2,"Manufacturing",,,
"VanTran Industries",2,"Manufacturing",,,
"Thomas & Betts",2,"Manufacturing",,,
"Go!Foton",2,"Manufacturing",,,
"Circuit Solutions",2,"Manufacturing",,,
"Insulectro",2,"Manufacturing",,,
"Isola Group",2,"Manufacturing",,,
"Optimum Design Associates",2,"Manufacturing",,,
"Viscom",2,"Manufacturing",,,
"Zentech Manufacturing",2,"Manufacturing",,,
"National Instruments",2,"Manufacturing",,,
"Emulex",2,"Manufacturing",,,
"Perot Systems",2,"Manufacturing",,,
"Perot Systems",2,"Telecom",,,
"Errata Security",2,"Manufacturing",,,
"Toshiba",2,"Manufacturing",,,
"Sybase",2,"Manufacturing",,,
"Cognizant",2,"Manufacturing",,,
"Maxim Integrated Products",2,"Manufacturing",,,
"Panduit",2,"Manufacturing",,,
"RSA Conference",2,"Manufacturing",,,
"Analog Devices",2,"Manufacturing",,,
"Actiontec Electronics, Inc.",2,"Manufacturing",,,
"All Systems Broadband",2,"Manufacturing",,,
"Four Door Media, Inc.",2,"Manufacturing",,,
"PMC-Sierra",2,"Manufacturing",,,
"DR Systems",2,"Manufacturing",,,
"Eatoni Ergonomics",2,"Manufacturing",,,
"Fairfield Crystal Technology",2,"Manufacturing",,,
"General Nanotechnology LLC",2,"Manufacturing",,,
"Global Network Computers",2,"Manufacturing",,,
"New York Tech Meetup",2,"Manufacturing",,,
"New York Tech Meetup",2,"Telecom",,,
"BMC Software",2,"Manufacturing",,,
"ADC2 Technologies",2,"Manufacturing",,,
"BeSafe",2,"Manufacturing",,,
"BeSafe",2,"Telecom",,,
"BigBand Networks",2,"Manufacturing",,,
"Itaas Inc.",2,"Manufacturing",,,
"Colossal Mind",2,"Manufacturing",,,
"Dotsub",2,"Manufacturing",,,
"Nomacs Image Lounge",2,"Manufacturing",,,
"Opensuse",2,"Manufacturing",,,
"Red 5 Studios",2,"Manufacturing",,,
"Strategy Tune",2,"Manufacturing",,,
"Xda Developers",2,"Manufacturing",,,
"Kaspersky",2,"Manufacturing",,,
"Electronic Arts",2,"Manufacturing",,,
"Addy Inc.",2,"Manufacturing",,,
"ClearStreet Inc.",2,"Manufacturing",,,
"Hackers and Founders",2,"Manufacturing",,,
"Lookout Mobile Security",2,"Manufacturing",,,
"SpamExperts",2,"Manufacturing",,,
"TechStars",2,"Manufacturing",,,
"Architecture Technology Corporation",2,"Manufacturing",,,
"Bi-Level Technologies",2,"Manufacturing",,,
"Interknowlogy",2,"Manufacturing",,,
"Power Auctions",2,"Manufacturing",,,
"PreEmptive Solutions",2,"Manufacturing",,,
"Software Partners",2,"Manufacturing",,,
"Trading Technologies",2,"Manufacturing",,,
"WebFilings",2,"Manufacturing",,,
"StreamLink Software",2,"Manufacturing",,,
"Socrata",2,"Manufacturing",,,
"Open Minds",2,"Manufacturing",,,
"Netsmart Technologies",2,"Manufacturing",,,
"Netsmart Technologies",2,"Health",,,
"AIMS 360",2,"Manufacturing",,,
"Focal Technology Soltuions Incorporated",2,"Manufacturing",,,
"Kumo Technology",2,"Manufacturing",,,
"IPHIX",2,"Manufacturing",,,
"CGI",2,"Manufacturing",,,
"Globalwatch Technologies",2,"Manufacturing",,,
"Ideal Data",2,"Manufacturing",,,
"Phantomts",2,"Manufacturing",,,
"DuPont Fabros Technology",2,"Manufacturing",,,
"Prometheus Research",2,"Manufacturing",,,
"Neustar",2,"Manufacturing",,,
"Big Data Coalition",2,"Manufacturing",,,
"Adaptive",2,"Manufacturing",,,
"Smartronix",2,"Manufacturing",,,
"LG Electronics USA",2,"Manufacturing",,,
"ARRIS",2,"Manufacturing",,,
"Charles Industries",2,"Manufacturing",,,
"Clearfield Connection",2,"Manufacturing",,,
"CoAdna Photonics, Inc.",2,"Manufacturing",,,
"CommScope, Inc.",2,"Manufacturing",,,
"Condux International, Inc.",2,"Manufacturing",,,
"FiberControl",2,"Manufacturing",,,
"Ikanos Communications",2,"Manufacturing",,,
"MRV Communications",2,"Manufacturing",,,
"Entropic Communications",2,"Manufacturing",,,
"National Association Of Exotic Pest Plant Councils",2,"Environmental",,,
"Virgina Forest Watch",2,"Environmental",,,
"Save Our Wild Salmon",2,"Environmental",,,
"National Center For Conservation Science And Policy",2,"Environmental",,,
"Heal the Bay",2,"Environmental",,,
"Alliance For Community Trees",2,"Environmental",,,
"Vote Solar",2,"Environmental",,,
"Vote Solar",2,"Energy",,,
"Anza Trail Coalition Of Arizona",2,"Environmental",,,
"International Crane Foundation",2,"Environmental",,,
"Friends of the Sea Otter",2,"Environmental",,,
"Friends of the Sea Otter",2,"Misc Issues",,,
"Energy Justice Network",2,"Environmental",,,
"Natural Environmental Coalition on Invasive Species",2,"Environmental",,,
"Water Environment Research Foundation",2,"Environmental",,,
"Salmon Stronghold Partnership",2,"Environmental",,,
"EcoTrust",2,"Environmental",,,
"1Sky",2,"Environmental",,,
"Front Range Environmental Resource Coalition",2,"Environmental",,,
"American Clean Skies Foundation",2,"Environmental",,,
"American Clean Skies Foundation",2,"Energy",,,
"California Wilderness Coalition",2,"Environmental",,,
"Reef Relief",2,"Environmental",,,
"Columbia Land Conservancy",2,"Environmental",,,
"California Rangeland Conservation Coalition",2,"Environmental",,,
"California Rangeland Trust",2,"Environmental",,,
"California Council of Land Trusts",2,"Environmental",,,
"Institute for Ecological Health",2,"Environmental",,,
"California Native Grasslands Association",2,"Environmental",,,
"Sustainable Conservation",2,"Environmental",,,
"California Invasive Plant Council",2,"Environmental",,,
"Connecticut Forest And Park Association",2,"Environmental",,,
"Northwest Center for Alternatives to Pesticides",2,"Environmental",,,
"Northwest Center for Alternatives to Pesticides",2,"Human Rights",,,
"Alliance for Sustainability",2,"Environmental",,,
"2020 Action",2,"Environmental",,,
"Citizens for Recycling First",2,"Environmental",,,
"Citizens for Recycling First",2,"Extraction",,,
"Southeast Alaska Conservation Council",2,"Environmental",,,
"National Tribal Environmental Council",2,"Environmental",,,
"Voces Verdes",2,"Environmental",,,
"Desert Protective Council",2,"Environmental",,,
"Pew Campaign for America's Wilderness",2,"Environmental",,,
"Alliance for Historic Landscape Preservation",2,"Environmental",,,
"Amargosa Conservancy",2,"Environmental",,,
"Badlands Conservation Alliance",2,"Environmental",,,
"Berkshire – Litchfield Environmental Council",2,"Environmental",,,
"Burnham Park Association",2,"Environmental",,,
"California Public Employees for Environmental Responsibility",2,"Environmental",,,
"Cherokee Forest Voices",2,"Environmental",,,
"Citizens Organizing for Resources and Environment",2,"Environmental",,,
"Colorado Mountain Club",2,"Environmental",,,
"Crow Canyon Archaeological Center",2,"Environmental",,,
"Environmental Defenders of McHenry County",2,"Environmental",,,
"Georgia Conservancy",2,"Environmental",,,
"Grand Canyon Wildlands Council",2,"Environmental",,,
"Hells Canyon Preservation Council",2,"Environmental",,,
"Hudson Highlands Land Trust",2,"Environmental",,,
"Idaho Rivers United",2,"Environmental",,,
"Mesilla Valley Audubon Society",2,"Environmental",,,
"Musconetcong Mountain Conservancy",2,"Environmental",,,
"New Mexico Audubon Society",2,"Environmental",,,
"North Carolina Coastal Land Trust",2,"Environmental",,,
"North Country Conservancy",2,"Environmental",,,
"Oblong Land Conservancy",2,"Environmental",,,
"Orange County Land Trust",2,"Environmental",,,
"Oregon Natural Desert Association",2,"Environmental",,,
"Save Our Canyons",2,"Environmental",,,
"Scv Green",2,"Environmental",,,
"Sequoia Riverlands Trust",2,"Environmental",,,
"Soda Mountains Wilderness Council",2,"Environmental",,,
"Southwest Environmental Center",2,"Environmental",,,
"Southwings",2,"Environmental",,,
"Tennessee Citizens for Wilderness Planning",2,"Environmental",,,
"Tuleyome",2,"Environmental",,,
"Upper Peninsula Environmental Coalition",2,"Environmental",,,
"West Virginia Wilderness Coalition",2,"Environmental",,,
"Wildlands Network",2,"Environmental",,,
"Wyoming Wilderness Association",2,"Environmental",,,
"Northwest Energy Efficiency Alliance",2,"Environmental",,,
"Ohio Business Council For A Clean Economy",2,"Environmental",,,
"Utah Clean Energy",2,"Environmental",,,
"Brandywine Conservancy",2,"Environmental",,,
"Air Alliance Houston",2,"Environmental",,,
"Alabama Rivers Alliance",2,"Environmental",,,
"B.E. Cause Group",2,"Environmental",,,
"Citizen Advocates United To Safeguard The Environment",2,"Environmental",,,
"Citizens Against Ruining The Environment",2,"Environmental",,,
"Clean Wisconsin Action Fund PAC",2,"Environmental",,,
"Dakota Resource Council",2,"Environmental",,,
"Environmental Health Fund",2,"Environmental",,,
"Environmental Justice Resource Center",2,"Environmental",,,
"For The Love Of Nature",2,"Environmental",,,
"French Broad Riverkeeper",2,"Environmental",,,
"Horry Environmental Action Team",2,"Environmental",,,
"Legal Environmental Aid Foundation (leaf) Of Indiana, Inc.",2,"Environmental",,,
"Missouri Coalition for the Environment",2,"Environmental",,,
"Multi-county Coalition",2,"Environmental",,,
"New Mexico Environmental Law Center",2,"Environmental",,,
"North Carolina Environmental Justice Network",2,"Environmental",,,
"Northwest Environmental Defense Center",2,"Environmental",,,
"Ogeechee Riverkeeper",2,"Environmental",,,
"Ohio Valley Environmental Coalition",2,"Environmental",,,
"Plateau Action Network",2,"Environmental",,,
"Resurrection Bay Conservation Alliance",2,"Environmental",,,
"South Carolina Coastal Conservation League",2,"Environmental",,,
"Sustainable Energy and Economic Development Coalition",2,"Environmental",,,
"Wenham Lake Watershed Association",2,"Environmental",,,
"Youghiogheny Riverkeeper",2,"Environmental",,,
"Basel Action Network",2,"Environmental",,,
"Electronics Takeback Coalition",2,"Environmental",,,
"America's Wetland Foundation",2,"Environmental",,,
"Amazon Watch",2,"Environmental",,,
"Sierra Club-maine Chapter",2,"Environmental",,,
"Village Earth",2,"Environmental",,,
"Wisconsin Resources Protection Council",2,"Environmental",,,
"Sierra Club North Star Chapter",2,"Environmental",,,
"Environmental Investigation Agency",2,"Environmental",,,
"California Energy Efficiency Industry Council",2,"Environmental",,,
"California Energy Efficiency Industry Council",2,"Energy",,,
"Midwest Energy Efficiency Alliance",2,"Environmental",,,
"Midwest Energy Efficiency Alliance",2,"Energy",,,
"Southwest Energy Efficiency Project",2,"Environmental",,,
"Southwest Energy Efficiency Project",2,"Energy",,,
"Building Energy Efficient Codes Network ",2,"Environmental",,,
"Adirondack Council",2,"Environmental",,,
"Crawford Stewardship Project",2,"Environmental",,,
"Renewing The Countryside",2,"Environmental",,,
"Athens County Fracking Action Network",2,"Environmental",,,
"Product Policy Institute",2,"Environmental",,,
"Product Policy Institute",2,"Misc Issues",,,
"Save The Hens Foundation",2,"Environmental",,,
"Turtle Island Restoration Network",2,"Environmental",,,
"Small Planet Institute",2,"Environmental",,,
"Friends of the Boundary Waters Wilderness",2,"Environmental",,,
"Biodiversity Conservation Alliance",2,"Environmental",,,
"California Clean Energy Fund",2,"Environmental",,,
"California Clean Energy Fund",2,"Energy",,,
"Access Fund",2,"Environmental",,,
